yr,cls,inc_cost,tot_cost,tech_type,base_cost,fuel_1,fuel_2,range_limited,intro_yr,intro,final,incr_cost,fuel_mo,cost,interval_k_miles,monthly_mi_dep_savings,subsidy,f1_mpgde,f2_mpgde,CD_range,flt,cohort,VMTShr,TruckShr,VMT,price_dge_f1,price_dge_f2,fuel_avail_pref_factor_multiplier,OPDAYS,VMTperday,fuel1_vmtshr,monthly_fuel_cost,base_monthly_fuel_cost,monthly_savings,pref_factor,indifference_calc,inc_cost_adj,adoption_curve,cumulative_proportion_willing_to_adopt,indiv_tech_adoption_rate,adj_indiv_tech_adoption_rate,final_mkt_shr,final_mkt_shr_v7,tech_shr_of_vmt,tech_shr_of_trk,tech_shr_of_vmt_v7,tech_shr_of_trk_v7,conventional_diesel_ice,adv_conv,hev,bev,fcev,na
2031,78Sleep,287216.4431642641,450601.38032305805,alt,163384.93715879397,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,16.31174761977341,1,514.9538084898887,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.1662861328,NA,1,250,896.1680079175497,1,11636.169378149869,7886.374567505979,-3749.79481064389,0.44039853898894116,0,1.870664563443647e-4,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2031,78Sleep,93368.06999806207,256753.00715685604,alt,163384.93715879397,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.665324671526328,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,7236.991367515421,7886.374567505979,649.3831999905578,0.44039853898894116,0,0.40368053616156985,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2031,78Sleep,1000000,1163384.937158794,alt,163384.93715879397,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3623350247,NA,1,250,896.1680079175497,1,62775.35585493342,7886.374567505979,-54888.98128742744,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2032,78Sleep,2745.4057496023306,166392.69662617228,alt,163647.29087656995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,8.738004567824252,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,7236.285999029092,7882.68145591306,646.3954568839681,0.4762870634112167,0,0.9992185104353866,Moderate,1,0.9525741268224334,0.9518297000828009,0.48345081931694306,0.4834508193169431,0.024525960059148057,0.012511411068458825,0.02452596005914806,0.012511411068458827,NA,5,NA,NA,NA,NA
2032,78Sleep,9195.577289037788,172842.86816560774,alt,163647.29087656995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.415027554317255,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,6715.933623009364,7882.68145591306,1166.7478329036958,0.4762870634112167,0,0.9912675783049991,Moderate,0.976595171704321,0.9302792929452479,0.9221557018651227,0.4683788807658577,0.46837888076585776,0.0237613450287296,0.012121358530999878,0.0237613450287296,0.01212135853099988,NA,NA,9,NA,NA,NA
2032,78Sleep,264201.1862292881,427848.47710585804,alt,163647.29087656995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,16.49540249851324,1,515.8918458661724,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.1611156742,NA,1,250,896.1680079175497,1,11500.76361275557,7882.68145591306,-3618.082156842511,0.4762870634112167,0,7.171823926983567e-4,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2032,78Sleep,91213.67974942451,254860.97062599447,alt,163647.29087656995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.764231716608874,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,7170.494338252812,7882.68145591306,712.1871176602481,0.4762870634112167,0,0.4219037068057112,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2032,78Sleep,1000000,1163647.29087657,alt,163647.29087656995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.3867238939999997,NA,1,250,896.1680079175497,1,63230.70011359888,7882.68145591306,-55348.018657685825,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2033,78Sleep,2791.0683631348884,166515.39145009188,alt,163724.32308695698,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,8.805688263636753,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,7296.194698958519,7991.517005141652,695.3223061831322,0.4910068950189542,0,0.999193068334539,Moderate,1,0.9820137900379085,0.9812213720148075,0.4953633137545965,0.49536331375459647,0.025130293222127297,0.012819699127564383,0.025130293222127294,0.012819699127564381,NA,5,NA,NA,NA,NA
2033,78Sleep,9198.060544213391,172922.38363117038,alt,163724.32308695698,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.489990620764068,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,6770.082142046935,7991.517005141652,1221.434863094717,0.4910068950189542,0,0.9912710656794189,Moderate,0.9886499600138164,0.9708678942539946,0.9623932521710906,0.485858058260211,0.48585805826021095,0.024648081780358152,0.012573708937768015,0.02464808178035815,0.012573708937768014,NA,NA,8,NA,NA,NA
2033,78Sleep,252161.61073652987,415885.93382348685,alt,163724.32308695698,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,16.591474716322868,1,516.829883242456,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.216654205600001,NA,1,250,896.1680079175497,1,11496.665711808051,7991.517005141652,-3505.1487066663994,0.4910068950189542,0,0.0013752159498672256,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2033,78Sleep,90086.69063465527,253811.01372161225,alt,163724.32308695698,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.815971257879315,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,7136.193388398379,7991.517005141652,855.3236167432724,0.4910068950189542,0,0.43128206625771925,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2033,78Sleep,1000000,1163724.323086957,alt,163724.32308695698,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4412127438,NA,1,250,896.1680079175497,1,64248.01602982773,7991.517005141652,-56256.49902468608,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2034,78Sleep,2812.7182149636487,166612.48945806338,alt,163799.77124309973,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,8.837778892538639,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,7328.363619801003,8038.321506651566,709.9578868505632,0.49665357453785763,0,0.9991812609190227,Moderate,1,0.9933071490757153,0.9924938896933528,0.5010497931989012,0.5010497931989012,0.025418774205415797,0.012966861732357476,0.025418774205415797,0.012966861732357476,NA,5,NA,NA,NA,NA
2034,78Sleep,9199.237921118602,172999.00916421833,alt,163799.77124309973,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.525532591659925,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,6799.247883801436,8038.321506651566,1239.07362285013,0.49665357453785763,0,0.9912768469928513,Moderate,0.9886499600138164,0.9820330732151439,0.9734666484594078,0.49144409649445164,0.49144409649445164,0.02493146727718165,0.01271827218556943,0.02493146727718165,0.01271827218556943,NA,NA,8,NA,NA,NA
2034,78Sleep,246453.3298184094,410253.1010615091,alt,163799.77124309973,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,16.637025093743905,1,517.7679206187397,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.239288936,NA,1,250,896.1680079175497,1,11490.589909858476,8038.321506651566,-3452.26840320691,0.49665357453785763,0,0.001857726201376253,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2034,78Sleep,89552.35531173335,253352.12655483308,alt,163799.77124309973,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.840502341747179,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,7120.0448232314375,8038.321506651566,918.2766834201284,0.49665357453785763,0,0.4359269044588817,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2034,78Sleep,1000000,1163799.7712430998,alt,163799.77124309973,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.4689811773,NA,1,250,896.1680079175497,1,64766.457315925356,8038.321506651566,-56728.135809273794,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2035,78Sleep,2830.1879733511887,166678.48046726114,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,8.86367355167323,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,7372.424381570433,8098.912632408321,726.4882508378878,0.49876368842168267,0,0.9991715538864548,Moderate,1,0.9975273768433653,0.9967009791648646,0.5031704341929254,0.5031704341929255,0.025526356516255014,0.013021742622294429,0.02552635651625502,0.01302174262229443,NA,4,NA,NA,NA,NA
2035,78Sleep,9200.187973351189,173048.48046726114,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.55421221723329,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,6839.576253578323,8098.912632408321,1259.3363788299976,0.49876368842168267,0,0.9912801971850751,Moderate,0.9886499600138164,0.9862054012288803,0.9776058845951506,0.49353054497193904,0.4935305449719391,0.025037314966294324,0.01277226819412287,0.025037314966294327,0.012772268194122872,NA,NA,8,NA,NA,NA
2035,78Sleep,241847.18797335122,405695.48046726116,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,16.673780730424504,1,518.7059579950236,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.145019539199998,NA,1,250,896.1680079175497,1,11359.70361906288,8098.912632408321,-3260.7909866545597,0.49876368842168267,0,0.0023532551315367245,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2035,78Sleep,89121.18797335119,252969.48046726114,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.860297031870036,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,7107.067362253793,8098.912632408321,991.8452701545275,0.49876368842168267,0,0.4396317235640549,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2035,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5000631538,NA,1,250,896.1680079175497,1,65346.76300263672,8098.912632408321,-57247.8503702284,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2036,78Sleep,3020.271381726276,166868.56387563623,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,8.943638792492921,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,7380.692492750248,8166.820886010996,786.1283932607485,0.4995444744027997,0,0.999056589609573,Moderate,1,0.9990889488055994,0.9981463979103354,0.503922204400678,0.503922204400678,0.02556449459639117,0.013041197974777858,0.02556449459639117,0.013041197974777858,NA,4,NA,NA,NA,NA
2036,78Sleep,9306.472519638706,173154.76501354866,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.68885432113599,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,6813.008587570846,8166.820886010996,1353.8122984401498,0.4995444744027997,0,0.9910784701631367,Moderate,0.9886499600138164,0.9877492492869018,0.9789370148880493,0.4942241935096574,0.4942241935096574,0.02507250447399896,0.012790219393387961,0.02507250447399896,0.012790219393387961,NA,NA,8,NA,NA,NA
2036,78Sleep,234483.1305747961,398331.42306870606,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,16.921158157944486,1,520.5296743194275,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.069103147044721,NA,1,250,896.1680079175497,1,11109.868121633779,8166.820886010996,-2943.047235622783,0.4995444744027997,0,0.003382932897798452,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2036,78Sleep,86768.04123942136,250616.3337333313,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.039725067293004,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,6991.556593040355,8166.820886010996,1175.2642929706408,0.4995444744027997,0,0.4588681126475226,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2036,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.535600313,NA,1,250,896.1680079175497,1,66010.2476936224,8166.820886010996,-57843.4268076114,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2037,78Sleep,3136.1731780005457,166984.4656719105,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,8.992396940980127,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,7390.5533346678085,8210.193586241734,819.6402515739255,0.4998323249347668,0,0.9989828318262772,Moderate,1,0.9996646498695336,0.9986478228032907,0.5021568461527196,0.5021568461527197,0.025474936146700898,0.01299551158468236,0.025474936146700905,0.012995511584682363,NA,4,NA,NA,NA,NA
2037,78Sleep,9371.2786483599,173219.57114226985,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.770951237588983,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,6801.670337187787,8210.193586241734,1408.5232490539474,0.4998323249347668,0,0.9909543520485758,Moderate,0.9967272854070297,0.9963930327818291,0.9873800121860329,0.49649097665057096,0.49649097665057107,0.025187500727093217,0.012848882352567741,0.025187500727093224,0.012848882352567745,NA,NA,7,NA,NA,NA
2037,78Sleep,229992.9570890853,393841.24958299525,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,17.07199451158718,1,522.3533906438314,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,10.013076452965333,NA,1,250,896.1680079175497,1,10950.437439966374,8210.193586241734,-2740.24385372464,0.4998323249347668,0,0.0041977028699116126,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2037,78Sleep,85333.22935504472,249181.52184895467,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.149129837468676,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,6922.949477204178,8210.193586241734,1287.244109037556,0.4998323249347668,0,0.4707433015913981,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,86,NA
2037,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5596248174,NA,1,250,896.1680079175497,1,66458.78919881728,8210.193586241734,-58248.59561257555,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2038,78Sleep,3315.745504780716,167164.03799869068,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.067940327319208,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,7390.921724578301,8273.529260344325,882.6075357660238,0.49993830271200684,0,0.9988630822602481,Moderate,1,0.9998766054240137,0.9987398279737443,0.5019185720791027,0.5019185720791027,0.02546284825651816,0.012989345197610786,0.02546284825651816,0.012989345197610786,NA,4,NA,NA,NA,NA
2038,78Sleep,9471.685956082214,173319.97844999217,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.898148009190821,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,6771.007778438157,8273.529260344325,1502.5214819061675,0.49993830271200684,0,0.9907603799095597,Moderate,0.9967272854070297,0.9966042946662729,0.9873960496030553,0.49621773500189376,0.49621773500189376,0.02517363889566345,0.012841811026072828,0.02517363889566345,0.012841811026072828,NA,NA,7,NA,NA,NA
2038,78Sleep,223036.11149742885,386884.4039913388,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,17.305692658271287,1,524.1771069682353,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,9.932570095649,NA,1,250,896.1680079175497,1,10715.707508179421,8273.529260344325,-2442.178247835096,0.49993830271200684,0,0.005816149307911411,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2038,78Sleep,83110.20506334481,246958.49755725474,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.318636003661346,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,6819.272441892959,8273.529260344325,1454.2568184513657,0.49993830271200684,0,0.48934003076771115,Moderate,0.002454450400935171,0.002454147535068668,0.0012009126303190044,6.035208927477757e-4,6.035208927477756e-4,3.0617239063337704e-5,1.5618751020505393e-5,3.06172390633377e-5,1.561875102050539e-5,NA,NA,NA,NA,71,NA
2038,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.5897074603999997,NA,1,250,896.1680079175497,1,67020.4371623632,8273.529260344325,-58746.90790201888,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2039,78Sleep,3584.1033947684814,167432.39588867844,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.18083446932865,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,7362.754104321214,8340.92218527338,978.1680809521667,0.4999773010656488,0,0.9986717307174396,Moderate,1,0.9999546021312976,0.9986263931493318,0.4987032839652452,0.49870328396524516,0.025299733365182285,0.012906135510733354,0.02529973336518228,0.012906135510733354,NA,4,NA,NA,NA,NA
2039,78Sleep,9621.73743518734,173470.02992909728,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.088234409764738,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,6700.5011902493625,8340.92218527338,1640.4209950240183,0.4999773010656488,0,0.9904667217959524,Moderate,1,0.9999546021312976,0.9904217567177622,0.4946059767438119,0.4946059767438119,0.025091872732316025,0.012800099709628403,0.025091872732316025,0.012800099709628403,NA,NA,6,NA,NA,NA
2039,78Sleep,212639.60755151126,376487.9000454212,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,17.654937682060353,1,526.0008232926392,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,9.749364596268473,NA,1,250,896.1680079175497,1,10309.991844351669,8340.92218527338,-1969.0696590782882,0.4999773010656488,0,0.009293408384956736,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2039,78Sleep,79788.05560407737,243636.3480979873,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.571950742713911,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,6669.995776484225,8340.92218527338,1670.926408789156,0.4999773010656488,0,0.5175222971270772,Moderate,0.020574483454742554,0.020573549417044056,0.01064727055436608,0.005317132440274693,0.005317132440274691,2.697436277874714e-4,1.376041305705216e-4,2.697436277874713e-4,1.3760413057052156e-4,NA,NA,NA,NA,57,NA
2039,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6205475440999995,NA,1,250,896.1680079175497,1,67596.2266701432,8340.92218527338,-59255.30448486981,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2040,78Sleep,3964.265964994326,167812.55845890427,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.340763164518895,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6207084361,NA,1,250,896.1680079175497,1,7237.0136529531455,8341.122451877567,1104.1087989244215,0.499991649289076,0,0.9983752513734302,Moderate,1,0.999983298578152,0.9983585770871944,0.4912534432060093,0.4912534432060092,0.024921795238681255,0.012713338195248293,0.024921795238681252,0.012713338195248291,NA,4,NA,NA,NA,NA
2040,78Sleep,9834.304153331506,173682.59664724144,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,10.357515609622332,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6207084361,NA,1,250,896.1680079175497,1,6526.587368869044,8341.122451877567,1814.5350830085226,0.499991649289076,0,0.9900429711405994,Moderate,1,0.999983298578152,0.9900264360152907,0.4871535205081013,0.48715352050810123,0.02471380191998845,0.012607234707214275,0.024713801919988447,0.012607234707214273,NA,NA,6,NA,NA,NA
2040,78Sleep,197911.65726980605,361759.94976371597,alt,163848.29249390995,Electricity,N/A,TRUE,2025,0,0.5,5,5,0,350,0,0,18.149687010609217,1,527.8245396170431,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,9.430268792063863,NA,1,250,896.1680079175497,1,9700.701257927685,8341.122451877567,-1359.5788060501181,0.499991649289076,0,0.017373459490051757,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,86,NA,NA
2040,78Sleep,75081.81470627076,238930.1072001807,alt,163848.29249390995,Hydrogen,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,11.930802805079965,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,4.134128166915052,NA,1,250,896.1680079175497,1,6469.377110710527,8341.122451877567,1871.7453411670404,0.499991649289076,0,0.5580603393980184,Moderate,0.07265827130981284,0.07265705781337295,0.04054702234299235,0.019951613373084,0.019951613373083998,0.001012165980802741,5.163355328310352e-4,0.001012165980802741,5.163355328310351e-4,NA,NA,NA,NA,47,NA
2040,78Sleep,1000000,1163848.29249391,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0,5,5,0,350,0,0,1,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6207084361,NA,1,250,896.1680079175497,1,67599.23055062507,8341.122451877567,-59258.1080987475,0,0,0,Moderate,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,86
2041,78Sleep,4463.938084306039,168312.230578216,alt,163848.29249390995,Diesel,N/A,FALSE,2025,0,0.5,5,5,0,350,0,0,9.550967735729031,1,0,NCent,>200,0.050731034221433824,0.025879387454831333,224042.00197938742,3.6438585757,NA,1,250,896.1680079175497,1,7122.989984002849,8394.422549347864,1271.432565345015,0.4999969279126989,0,0.9979403077106486,Moderate,1,0.9999938558253978,0.9979341761911554,0.46870771858467003,0.46870771858467,0.02377802731136907,0.012129868652322724,0.023778027311369066,0.012129868652322722,NA,4,NA,NA,NA,NA
